name,Date,Lived here...,Famous_for,Address,Hear the story,latitude,longitude,DIID,Parklane,Belgravia,
HANDLEY; Tommy,(1892-1949),Radio Comedian; lived here. Address: 34 Craven Road; Paddington; W2,,,,51.513752,-0.178926,,N,N,
HANSOM; Joseph Aloysius,(1803-1882),Architect; Founder Editor of 'The Builder' and Inventor of the Hansom Cab; lived here. Address: 27 Sumner Place; SW7,,,,51.491446,-0.173926,,N,N,
HARDY; Thomas,(1840-1928),Poet & Novelist; lived here 1878-1881. Address: 172 Trinity Road; Tooting; SW17,,,,51.442026,-0.166291,,N,N,
HARMSWORTH; Alfred; Viscount Northcliffe,(1865-1922),Journalist and Newspaper Proprietor; lived here. Address: 31 Pandora Road; West Hampstead; NW6,,,,51.549598,-0.195546,,N,N,
HARRISON; John,(1693-1776),Inventor of the Marine Chronometer; lived and died in a house on this site. Address: Summit House; Red Lion Square; WC1,,,,51.51922,-0.117094,,N,N,
HARTE; Francis Bret,(1836-1902),American Writer; lived here. Address: 74 Lancaster Gate; W2; London,,,,51.51226,-0.167428,,N,N,
HARTNELL; Sir Norman,(1901-1979),Court Dressmaker; lived and worked here 1935-1979 Address: 26 Bruton Street; W1,,,,51.510401,-0.145006,,N,N,
HAWKINS; Sir Anthony Hope,(1863-1933),Novelist; lived here 1903-1917. Address: 41 Bedford Square; WC1,,,,51.519781,-0.123812,,N,N,
HAWTHORNE; Nathaniel,(1804-1864),American Author; stayed here in 1856. Address: 4 Pond Road; Blackheath; SE3,,,,51.466954,0.01315,,N,N,
HAY; Will,(1888-1949),Comic Actor and Astronomer lived here 1927-1934. Address: 45 The Chase; Norbury; SW16,,,,51.416375,-0.11678,,N,N,
HAYDON; Benjamin Robert,(1786-1846),"Painter; and John Charles Felix ROSSI; (1762-1839), Sculptor; lived here. Address: 116 Lissom Grove; NW1",,,,51.522553,-0.165407,,N,N,
HAZLITT; William,(1778-1830),Essayist; died here. Address: 6 Frith Street; W1,,,,51.514387,-0.132061,,N,N,
HEARTFIELD; John,(1891-1968),Master of Photomontage; lived here 1938-1943 Address: 47 Downshire Hill; Hampstead; NW3,,,,51.555527,-0.170541,,N,N,
HEATH ROBINSON; W.,(1872-1944),Illustrator and Comic Artist; lived here. Address: 75 Moss Lane; Pinner,,,,51.598747,-0.377361,,N,N,
HEINE; Heinrich,(1799-1856),German Poet and Essayist; lived here 1827. Address: 32 Craven Street; WC2,,,,51.507478,-0.124856,,N,N,
HENDERSON; Arthur,(1863-1935),Statesman; lived here. Address: 13 Rodenhurst Road; Clapham; SW4,,,,51.455039,-0.13183,,N,N,
HENDRIX; Jimi,(1942-1970),Guitarist and Songwriter; lived here 1968-1969. Address: 23 Brook Street; Mayfair; W1,,,,51.513154,-0.145934,,N,N,
HENRY; Sir Edward,(1850-1931),Metropolitan Police Commissioner 1903-1918 and Pioneer of Fingerprint Identification lived here 1903-1920. Address: 19 Sheffield Terrace; W8,,,,51.505495,-0.195738,,N,N,
HENTY; G.A. (George Alfred) ,(1832-1902),Author; lived here. Address: 33 Lavender Gardens; SW11,,,,51.463193,-0.161992,,N,N,
HERBERT; Sir Alan (A.PH) ,(1890-1971),Author; Humourist and Reformist M.P. lived and died here. Address: 12 Hammersmith Terrace; Hammersmith; W6,,,,51.489925,-0.242464,,N,N,
HERFORD; Robert Travers,(1860-1950),Unitarian Minister; Scholar; and Interpreter of Judaism; lived and worked here. Address: Dr William's Library; 14 Gordon Square; WC1,,,,51.523661,-0.130314,,N,N,
HERZEN; Alexander,(1812-1870),Russian Political Thinker; lived here 1860-1863. Address: 1 Orsett Terrace; W2,,,,51.517821,-0.184053,,N,N,
HESS; Dame Myra,(1890-1965),Pianist; lived here. Address: 48 Wildwood Road; NW11,,,,51.576293,-0.182566,,N,N,
HILL; Graham,(1929-1975),World Champion Racing Driver lived here 1960-1972. Address: 32 Parkside; NW7,,,,51.609661,-0.239156,,N,N,
HILL; Octavia,(1838-1912),Housing Reformer; Co-founder of The National Trust; began her work here. Address: 2 Garbutt Place; Marylebone; W1,,,,51.519894,-0.152534,,N,N,
HILL; Sir Rowland,(1795-1879),Postal Reformer; lived here. Address: 1 Orme Square; W2,,,,51.511027,-0.189616,,N,N,
"HILL; Sir Rowland, KCB",(1795-1879),Originator of the Penny Post; lived here in 1849-1879. Address: Royal Free Hospital; Pond Street; Hampstead; NW3,,,,51.553015,-0.163253,,N,N,
HILTON; James,(1900-1954),Novelist and Scriptwriter; lived here. Address: 42 Oak Hill Gardens; Woodford Green; IG8,,,,51.60051,0.012809,,N,N,
HITCH; Private Frederick (VC),(1856-1913),Hero of Rorke’s Drift; lived and died here Address: 62 Cranbrook Road; Chiswick; W4,,,,51.491535,-0.253204,,N,N,
HITCHCOCK; Sir Alfred,(1899-1980),Film Director; lived here 1926-1939. Address: 153 Cromwell Road; SW5,,,,51.494682,-0.190459,,N,N,
HOBBS; Jack,(1882-1963),Cricketer; lived here. Address: 17 Englewood Road; SW12,,,,51.453305,-0.145903,,N,N,
HODGKIN; Thomas,(1798-1866),Physician; Reformer and Philanthropist; lived here. Address: 35 Bedford Square; WC1,,,,51.520059,-0.124139,,N,N,
HOFMANN; A.W.,(1818-1892),Professor of Chemistry; lived here. Address: 9 Fitzroy Square; W1,,,,51.52275,-0.140525,,N,N,
HOGG; Quintin,(1845-1903),Founder of the Polytechnic; Regent Street; lived here 1885-1898. Address: 5 Cavendish Square; W1,,,,51.516679,-0.144263,,N,N,
HOLMAN-HUNT; William;,(1827-1910),O.M.; Painter; lived and died here. Address: 18 Melbury Road; W14,,,,51.49922,-0.201917,,N,N,
HOLST; Gustav,(1874-1934),Composer; wrote; The Planets; and; taught here Address: St Paul's Girls' School; Brook Green; W8,,,,51.495061,-0.236479,,N,N,
HOOD; Thomas,(1799-1845),Poet; lived and died here. Address: 28 Finchley Road; NW8,,,,51.53641,-0.176275,,N,N,
HOPKINS; Gerard Manley,(1844-1889),Poet; lived and studied in Manresa House. Address: Gatepost at Manresa House; Holybourne Avenue; Roehampton; SW15,,,,51.448384,-0.241403,,N,N,
HORE-BELISHA; Lord,(1893-1957),Statesman; lived here. Address: 16 Stafford Place; SW1,,,,51.499091,-0.141774,,N,N,
HORNIMAN MUSEUM and GARDENS,(XXXX),Were given to the people of London in 1901 by Frederick John Horniman; who lived near this site. Address: The Horniman Museum; London Road; SE23,,,,51.440557,-0.059085,,N,N,
HORNIMAN; John,(1803-1893),"And Frederick John HORNIMAN (1835-1906), Tea Merchants; Collectors and Public Benefactors; lived here. Address: Coombe Cliff Centre; Coombe Road; Croydon",,,,51.370553,-0.119762,,N,N,
HOUSMAN; A.E.,(1859-1936),Poet and Scholar; wrote $A Shropshire Lad$ while living here. Address: Byron Cottage; 17 North Road; Highgate; N6,,,,51.554136,-0.162946,,N,N,
HOWARD; Ebenezer,(1850-1928),Pioneer of the Garden City Movement; lived here Address: 50 Durley Road; Stamford Hill; N16,,,,51.573058,-0.07935,,N,N,
HOWARD; John,(1726?-1790),Prison Reformer; lived here. Address: 23 Great Ormond Street; WC1,,,,51.522232,-0.119144,,N,N,
HOWARD; Luke,(1772-1864),Namer of Clouds lived and died here Address: 7 Bruce Grove; Tottenham; N17,,,,51.598446,-0.075064,,N,N,
HUDSON; W.H. (William Henry),(XXXX),With view of 'The House where I was born in the South American Pampas $.' Hudsons's friends' Society of Quilmes; near Buenos Aires; where the great writer was born on August 4th 1841; and where he spent his youth; has placed this bronze plaque at 40 St Luke's Road; London; the house in which Hudson lived his last years; and died on August 18th; 1922. Address: 40 St Luke's Road; W11,,,,51.51958,-0.203054,,N,N,
HUGHES; Arthur,(1832-1915),Pre-Raphaelite Painter; lived and died here. Address: Eastside House; 22 Kew Green; Richmond,,,,51.483958,-0.286293,,N,N,
HUGHES; David Edward,(1831-1900),Scientist and inventor of the microphone; lived and worked here. Address: 94 Great Portland Street; W1,,,,51.518882,-0.142164,,N,N,
HUGHES; Hugh Price,(1847-1902),Methodist Preacher; lived and died here. Address: 8 Taviton Street; WC1,,,,51.526186,-0.132303,,N,N,
HUGHES; Mary,(1860-1941),Friend of all in need; lived and worked here 1926-1941. Address: 71 Vallance Road; E2,,,,51.521598,-0.064335,,N,N,
HUNT; James Henry; Leigh,(1784-1859),Essayist and Poet; lived here. Address: 22 Upper Cheyne Row; SW3,,,,51.484638,-0.169784,,N,N,
HUNTER; John,(1728-1793),Surgeon; lived here. Address: 31 Golden Square; W1,,,,51.511687,-0.136739,,N,N,
HUNTER; William,(1718-1783),This was the home and museum of Dr William Hunter; Anatomist  Address: Lyric Theatre (rear portion)Great Windmill Street; W1,,,,51.514604,-0.13251,,N,N,
HUSKISSON; William,(1770-1830),Statesman; lived here. Address: 28 St James's Place; SW1,,,,51.505521,-0.140195,,N,N,
HUTCHINSON; Sir Jonathan,(1828-1913),Surgeon; Scientist and Teacher; lived here. Address: 15 Cavendish Square; W1,,,,51.516915,-0.145606,,N,N,
HUXLEY; Leonard,(1860-1933),"HUXLEY; Julian (1887-1975), HUXLEY; Aldous (1894-1963), Men of Science and Letters; lived here. Address: 16 Bracknell Gardens; Hampstead; NW3",,,,51.554354,-0.188489,,N,N,
HUXLEY; Thomas Henry,(1825-1895),Biologist; lived here. Address: 38 Marlborough Place; NW8,,,,51.534545,-0.180629,,N,N,
HYNDMAN; Henry Mayers,(1842-1921),Socialist Leader; lived and died here. Address: 13 Well Walk; NW3,,,,51.558926,-0.1736,,N,N,
INNER LONDON EDUCATION AUTHORITY,(XXXX),"The home of Inner London's Education Service from 1922; ILEA succeeding the London School Board (1870-1904), and the LCC (1904-1965). Address: Main Entrance; County Hall; SE1",,,,51.497866,-0.118841,,N,N,
INNES; John,(1829-1904),Founder of the John Innes Horticultural Institute; lived here. Address: Manor House; Watery Lane; SW20,,,,51.59878,-0.68638,,N,N,
IRELAND; John,(1879-1962),Composer; lived here. Address: 14 Gunter Grove; SW10,,,,51.482189,-0.184311,,N,N,
IRVING; Edward,(1792-1834),Founder of the Catholic Apostolic Church; lived here. Address: 4 Claremont Square; Islington; N1,,,,51.53145,-0.111201,,N,N,
IRVING; Sir Henry,(1838-1905),Actor; lived here 1872-1899. Address: 15a Grafton Street; W1,,,,51.510142,-0.143021,,N,N,
IRVING; Washington,(1783-1859),American Writer; lived here. Address: 8 Argyll Street; W1,,,,51.51443,-0.14154,,N,N,
ISAACS; Rufus; 1st Marquess of Reading,(1860-1935),Lawyer and Statesman; lived and died here. Address: 32 Curzon Street; W1,,,,51.506586,-0.148865,,N,N,
JACKSON; John Hughlings,(1835-1911),Physican; lived here. Address: 3 Manchester Square; W1,,,,51.517059,-0.152846,,N,N,
JACOBS; W.W.,(1863-1943),"Author; lived here. Address: 15 Gloucester Gate (Albany Street frontage), Regent's Park; NW1",,,,51.528047,-0.155747,,N,N,
JAGGER; Charles Sargeant,(1885-1934),Sculptor; lived and died here. Address: 67 Albert Bridge Road; Battersea; SW11,,,,51.478417,-0.164997,,N,N,
JAMES; C. L. R.,(1901-1989),Writer and Political Activist; lived and died here Address: 165 Railton Road; Brixton; SE24,,,,51.456587,-0.106052,,N,N,
JAMES; Henry,(1843-1916),Writer; lived here 1886-1902. Address: 34 De Vere Gardens; W8,,,,51.500498,-0.184935,,N,N,
JEFFERIES; Richard,(1848-1887),Naturalist and Writer; lived here. Address: 59 Footscray Road; Eltham; SE29,,,,51.448007,0.062902,,N,N,
JELLICOE; Admiral of the Fleet; Earl;,(1859-1935),O.M.; lived here. Address: 25 Draycott Place; SW3,,,,51.492016,-0.161581,,N,N,
JENNINGS; Humphrey,(1907-1950),Documentary Film Maker; lived here 1944-1950 Address: 8 Regent's Park Terrace; NW1,,,,51.541789,-0.156582,,N,N,
"JEROME, Jerome K.",(1859-1927),,Author. Wrote 'Three Men in a Boat' while living here at Flat 104.,"91-104 Chelsea Gardens, Chelsea Bridge Road, SW1",,51.489943,-0.154065,,N,N,
JINNAH; Mohammed Ali (Quaid I Azam),(1876-1948),Quaid I Azam; Mohammed Ali Jinnah; Founder of Pakistan; stayed here in 1895. Address: 35 Russell Road; W14,,,,51.498786,-0.210269,,N,N,
JOHN; Augustus. This house was built for AUGUSTUS JOHN,(1878-1961),Painter. Address: 28 Mallord Street; SW3,,,,51.485533,-0.174978,,N,N,
JOHNSON; Amy,(1903-1941),Aviator; lived here. Address: Vernon Court; Hendon Way; NW2,,,,51.570027,-0.214974,,N,N,
JOHNSON; Samuel,(1709-1784),In this house; occupied by Thomas DAVIES; Bookseller; Dr Samuel JOHNSON first met James BOSWELL in 1763. Address: 8 Russell Street; Covent Garden; WC2,,,,51.513052,-0.120665,,N,N,
JOHNSTON; Edward,(1872-1944),Master Calligrapher; lived here 1905-1912. Address: 3 Hammersmith Terrace; W6,,,,51.494146,-0.226131,,N,N,
JONES; Dr Ernest,(1879-1958),Pioneer Psychoanalyst; lived here. Address: 19 York Terrace East; Regents Park; NW1,,,,51.524094,-0.150068,,N,N,
JORDAN; Mrs Dorothy (nee Bland) ,(1762-1816),"Dorothy Bland  (Mrs Jordan), Actress; lived here. Address: 30 Cadogan Place; SW1",Actress,30 Cadogan Place; SW1,https://ndiid.com/yogvCIWM-reLf39lC8dA4VJF1ahqHdbbAVeTDhYNqKM,51.492028,-0.159603,Belgravia,N,Y,
JOYCE; James,(1882-1941),Author; lived here in 1931 Address: 28 Campden Grove; Kensington; W8,,,,51.504208,-0.194385,,N,N,
KALVOS; Andreas,(1792-1869),Greek Poet and Patriot; lived here. Address: 182 Sutherland Avenue; Maida Vale; W9,,,,51.527105,-0.184122,,N,N,
"KARLOFF; Boris (alias for PRATT, William Henry)",(1887-1969),Actor; was born here. Address: 36 Forest Hill Road; East Dulwich; SE22,,,,51.453525,-0.061848,,N,N,
KARSAVINA; Tamara,(1885-1978),Ballerina; lived here. Address: 108 Frognal; NW3,,,,51.557342,-0.182111,,N,N,
KEATS; John,(1795-1821),"Poet; lived in this house. Address: 'Keats' House'(Wentworth Place), Keats Grove; Hampstead; NW3",,,,51.553015,-0.163253,,N,N,
KELLY; Sir Gerald,(1879-1972),Portrait Painter; lived here 1916-1972 Address: 117 Gloucester Place; W1,,,,51.520905,-0.159281,,N,N,
KELVIN; Lord,(1824-1907),Physicist and Inventor; lived here. Address: 15 Eaton Place; SW1,,,,51.493364,-0.152624,,N,N,
KEMPE; Charles Eamer,(1837-1907),Stained Glass Artist; lived and worked here. Address: 37 Nottingham Place; W1,,,,51.521681,-0.153134,,N,N,
KENYATTA; Jomo,(1894-1978),First President of the Republic of Kenya; lived here 1933-1937 Address: 95 Cambridge Street; SW1,,,,51.489776,-0.143031,,N,N,
KEYNES; John Maynard,(1883-1946),Economist; lived here 1916-1946. Address: 46 Gordon Square; Bloomsbury; WC1,,,,51.524273,-0.130204,,N,N,
KHAN; Sir Syed Ahmed,(1817-1898),Muslim Reformer and Scholar; lived here 1869-1870. Address: 21 Mecklenburgh Square; WC1,,,,51.525518,-0.117979,,N,N,
KING HAAKON VII,(1872-1957),led the Norwegian; government-in-exile; here; 1940-1945 Address: 10 Palace Green; W8,,,,51.351498,-0.035117,,N,N,
KINGSLEY; Charles,(1819-1875),Writer; lived here. Address: 56 Old Church Street; Chelsea; SW3,,,,51.485291,-0.172772,,N,N,
KINGSLEY; Mary,(1862-1900),Traveller and ethnologist; lived here as a child. Address: 22 Southwood Lane; N6,,,,51.571889,-0.149038,,N,N,
KIPLING; Rudyard,(1865-1936),Poet and Story Writer; lived here 1889-1891. Address: 43 Villiers Street; WC2,,,,51.507928,-0.123522,,N,N,
KITCHENER of Khartoum; Field Marshal Earl; KG,(1850-1916),lived here 1914-1915. Address: 2 Carlton Gardens; SW1,,,,51.505871,-0.13338,,N,N,
KLEIN; Melanie,(1882-1960),Psychoanalyst and Pioneer of child analysis; lived here. Address: 42 Clifton Hill; NW8,,,,51.537325,-0.181651,,N,N,
KNEE; Fred,(1868-1914),London Labour Party Pioneer and Housing Reformer; lived here. Address: 24 Sugden Road; SW11,,,,51.461848,-0.157215,,N,N,
KNIGHT; Dame Laura,(1877-1970),"and Harold KNIGHT (1874-1961), Painters; lived here. Address: 16 Langford Place; St John's Wood; NW8",,,,51.534109,-0.178965,,N,N,
KOKOSCHKA; Oskar,(1886-1980),Painter; lived here. Address: Eyre Court; Finchley Road; NW8,,,,51.524082,-0.171914,,N,N,
KORDA; Sir Alexander,(1893-1956),Film Producer; worked here; 1932-1936 Address: 21/22 Grosvenor Street; W1,,,,51.510088,-0.15574,,N,N,
KOSSUTH; Louis,(1802-1894),Hungarian Patriot; stayed here. Address: 39 Chepstow Villas; W11,,,,51.512241,-0.201514,,N,N,
KROPOTKIN; Prince Peter,(1842-1921),Theorist of Anarchism; lived here. Address: 6 Crescent Road,,,,51.405425,-0.017658,,N,N,
LABOUCHERE; Henry,(1831-1912),Radical MP and Journalist; lived here 1881-1903. Address: St James Independent School for Boys; Pope's Villa; 19 Cross Deep; Twickenham,,,,51.458077,-0.324475,,N,N,
LAMB; Charles 'Elia',(1775-1834),Essayist; lived here. Address: 64 Duncan Terrace; N1,,,,51.534764,-0.102394,,N,N,
LAMB; Charles,(1775-1834),"and LAMB; Mary (1764-1847), Writers; lived here. Address: Lamb's Cottage; Church Street; Edmonton; N9",,,,51.628095,-0.073667,,N,N,
LAMBERT; Constant,(1905-1951),Composer; lived here 1947-1951. Address: 197 Albany Street; Regent's Park; NW1,,,,51.534158,-0.146368,,N,N,
LANG; Andrew,(1844-1912),Man of Letters; lived here in 1876-1912. Address: 1 Marloes Road; W8,,,,51.49687,-0.192315,,N,N,
LANGTRY; Lillie,(1852-1929),Actress; lived here. Address: Cadogan Hotel; 21 Pont Street; SW1,,,,51.496996,-0.160743,,N,N,
LASKI; Harold,(1893-1950),Teacher and Political Philosopher; lived here 1926-1950. Address: 5 Addison Bridge Place; W14,,,,51.495814,-0.207796,,N,N,
LAUDER; Sir Harry,(1870-1950),Music Hall Artiste; lived here 1903-1911. Address: 46 Longley Road; Tooting; SW17,,,,51.422056,-0.169598,,N,N,
LAUGHTON; Charles,(1899-1962),Actor; lived here 1928-1931 Address: 15 Percy Street; W1,,,,51.518564,-0.132927,,N,N,
LAVERY; Sir John,(1856-1941),Painter; lived here 1899-1940. Address: 5 Cromwell Place; SW7,,,,51.495516,-0.175022,,N,N,
LAWRENCE; D. H.,(1885-1930),Novelist and Poet; lived here in 1915. Address: 1 Byron Villas; Vale of Health; Hampstead; NW3,,,,51.553015,-0.163253,,N,N,
LAWRENCE; Susan,(1871-1947),Social Reformer; lived here. Address: 44 Westbourne Terrace; W2,,,,51.514821,-0.178189,,N,N,
LAWRENCE; T.E.,(1888-1935),Lawrence of Arabia'; lived here. Address: 14 Barton Street; SW1,,,,51.497715,-0.127811,,N,N,
LEAR; Edward,(1812-1888),Artist and Writer; lived here. Address: 30 Seymour Street; W1,,,,51.514435,-0.160242,,N,N,
LECKY; W.E.H.,(1838-1903),Historian and Essayist; lived and died here. Address: 38 Onslow Gardens; SW7,,,,51.491728,-0.173929,,N,N,
LEIGH; Vivien,(1913-1967),Actress; lived here. Address: 54 Eaton Square; SW1,,,,51.494517,-0.152891,,N,N,
LEIGHTON; Lord,(1830-1896),Painter; lived and died here. Address: Leighton House; 12 Holland Park Road; W14,,,,51.498525,-0.202862,,N,N,
"RAGLAN, Lord Fitzroy Somerset",(1788-1855),,"British Army officer who served in the Peninsular War and the Hundred Days, latterly as military secretary to the Duke of Wellington.He became commander of the British troops sent to the Crimea in 1854.","5 Stanhope Gate; Hyde Park, W1",,51.506639,-0.151456,Park Lane,Y,N,
LENO; Dan,(1860-1904),Music Hall Comedian; lived here 1898-1901. Address: 56 Akerman Road; SW9,,,,51.473022,-0.107547,,N,N,
LETHABY; William Richard,(1857-1931),"Architect and First Principal of this School in 1896 to 1911."" Address: Central School of Arts and Crafts; Southampton Row; WC1",,,,51.518221,-0.129954,,N,N,
LETHABY; William Richard,(1857-1931),Architect; lived here 1880-1891. Address: 20 Calthorpe Street; WC1,,,,51.525371,-0.114322,,N,N,
LEVER; William Hesketh; 1st Viscount Leverhulme,(1851-1925),Soap-maker and Philanthropist; lived and died here Address: Inverforth House; North End Way; NW3,,,,51.553015,-0.163253,,N,N,
LEWIS; Percy Wyndham,(1882-1957),Painter and Writer; lived here. Address: 61 Palace Gardens Terrace; W8,,,,51.508084,-0.193537,,N,N,
LEWIS; Ted 'Kid',(1893-1970),World Champion Boxer; lived and died here. Address: Nightingale House; Nightingale Lane; SW12,,,,51.449579,-0.160314,,N,N,
LEYBOURNE; George,(1842-1884),Music Hall Comedian 'Champagne Charlie'; lived and died here. Address: 136 Englefield Road; N1,,,,51.543847,-0.089279,,N,N,
LIND; Jenny (Madame Goldschmidt),(1820-1887),Singer; lived here. Address: 189 Old Brompton Road; SW7,,,,51.492702,-0.177042,,N,N,
LINDLEY; John,(1799-1865),Botanist and Pioneer Orchidologist; lived here from 1836 and died here Address: Bedford House; The Avenue; W4,,,,52.212987,-0.505096,,N,N,
LINNELL; John,(1792-1882),"Painter; lived here. BLAKE; William (1757-1827), Poet and Artist; stayed here as his guest. Address: 'Old Wyldes'; North End; Hampstead; NW3",,,,51.553015,-0.163253,,N,N,
LISTER; Joseph; Lord,(1827-1912),Surgeon; lived here. Address: 12 Park Crescent; W1,,,,51.522889,-0.146281,,N,N,
LLOYD GEORGE; David; Earl Lloyd George of Dwyfor,(1863-1945),Prime Minister; lived here Address: 3 Routh Road; Wandsworth Common; SW18,,,,51.447198,-0.171226,,N,N,
LLOYD; Marie,(1870-1922),Music Hall Artiste; lived here. Address: 55 Graham Road; E8,,,,51.545927,-0.065743,,N,N,
LOCKYER; Sir Norman,(1836-1920),Astronomer; Physicist and Founder of 'Nature'; lived here1876-1920 Address: 16 Penywern Road; SW5,,,,51.491249,-0.193027,,N,N,
LOUDON; John Claudius. Here lived John and Jane Loudon,(1783-1843),and (1807-1858). Their horticultural work gave new beauty to London squares. Address: 3 Porchester Terrace; W2,,,,51.512612,-0.184387,,N,N,
LOVELACE; Ada; Countess of,(1815-1852),Pioneer of Computing; lived here. Address: 12 St James's Square; SW1,,,,51.505576,-0.140068,,N,N,
LOW; Sir David,(1891-1963),Cartoonist; lived here at No. 33 Address: Melbury Court; Kensington High Street; W8,,,,51.503015,-0.198267,,N,N,
LUCAN; Arthur,(1887-1954),Entertainer and Creator of Old Mother Riley; lived here. Address: 11 Forty Lane; Wembley,,,,51.562466,-0.290806,,N,N,
LUGARD; Lord,(1858-1945),Colonial Administrator; lived here 1912-1919. Address: 51 Rutland Gate; Hyde Park; SW7,,,,51.500624,-0.16829,,N,N,
MACAULAY; Rose,(1881-1958),Writer; lived and died here. Address: Hinde House; 11-14 Hinde Street; W1,,,,51.520816,-0.157914,,N,N,
MACAULAY; Zachary,(1768-1838),"Philanthropist; and his son; Thomas Babington MACAULAY; afterwards Lord MACAULAY (1800-1859), Historian and Man of letters; lived here. Address: 5 The Pavement; Clapham Common; SW4",,,,51.462782,-0.1411,,N,N,
MACDONALD; George,(1824-1905),Story Teller; lived here 1860-1863 Address: 20 Albert Street; NW1,,,,51.534114,-0.141406,,N,N,
MACDONALD; Ramsay,(1866-1937),Prime Minister; lived here 1916-1925. Address: 9 Howitt Road; NW3,,,,51.54993,-0.164761,,N,N,
MACMILLAN; Douglas,(1884-1969),Founder of Macmillan Cancer Relief; lived here. Address: 15 Ranelagh Road; Pimlico; SW1,,,,51.487439,-0.139077,,N,N,
MACNEICE; Louis,(1907-1963),Poet; lived here 1947-1952. Address: 52 Canonbury Park South; Islington; N1,,,,51.545377,-0.094272,,N,N,
MALLARME; Stephene,(1842-1898),Poet; stayed here in 1863. Address: 6 Brompton Square; SW3,,,,51.497452,-0.168292,,N,N,
MALLON; Dr Jimmy; CH,(1874-1961),Warden of Toynbee Hall; Champion of Social Reform; lived here. Address: Toynbee Hall; Commercial Street; E1,,,,51.516171,-0.072577,,N,N,
MALONE; Edmond,(1741-1812),Shakespearian Scholar; lived here 1779-1812. Address: 40 Langham Street; W1,,,,51.518993,-0.141742,,N,N,
MANBY; Charles,(1804-1884),Civil Engineer; lived here. Address: 60 Westbourne Terrace; W2,,,,51.515346,-0.178938,,N,N,
MANNING; Cardinal Henry Edward,(1808-1892),lived here. Address: 22 Carlisle Place; SW1,,,,51.496306,-0.14183,,N,N,
MANSBRIDGE; Albert,(1876-1952),Founder of the Workers' Educational Association; lived here. Address: 198 Windsor Road; Ilford,,,,51.554635,0.083952,,N,N,
MANSFIELD; Katherine,(1888-1923),"Writer; and her husband John Middleton MURRY (1889-1957), Critic; lived here. Address: 17 East Heath Road; NW3",,,,51.56086,-0.175291,,N,N,
MANSON; Sir Patrick,(1844-1922),Father of modern tropical medicine; lived here. Address: 50 Welbeck Street; W1,,,,51.517238,-0.149193,,N,N,
MARCONI; Guglielmo,(1874-1937),the Pioneer of wireless communications; lived here in 1896-1897. Address: 71 Hereford Road; W2,,,,51.51642,-0.194318,,N,N,
MARRYAT; Captain Frederick,(1792-1848),Novelist; lived here. Address: 3 Spanish Place; W1,,,,51.517856,-0.15282,,N,N,
MARSDEN; William,(1796-1867),Surgeon; founder of the Royal Free and Royal Marsden Hospitals; lived here. Address: 65 Lincoln's Inn Fields; WC2,,,,51.516949,-0.117032,,N,N,
MARLEY; Bob,(1945-1981),,Musician,"42 Oakley Street, Chelsea, SW3",https://ndiid.com/Dfl4wzongLrVeU0HQVnNYYe2W6gwfxKvJoX0-vd7Q9o,51.484794,-0.168077,"Chelsea, Between the Bridges",N,N,
MARX; Karl,(1818-1883),lived here 1851-56. Address: 28 Dean Street; W1,,,,51.513927,-0.132715,,N,N,
MASEFIELD; John; O.M.,(1878-1967),Poet Laureate; lived here; 1907-1912 Address: 30 Maida Avenue; W2,,,,51.52211,-0.18117,,N,N,
MATCHAM; Frank,(1854-1920),Theatre Architect; lived here 1895-1904 Address: 10 Haslemere Road; N8,,,,51.575221,-0.124551,,N,N,
MATTHAY; Tobias,(1858-1945),Teacher and Pianist; lived here. Address: 21 Arkwright Road; NW3,,,,51.552076,-0.180158,,N,N,
MAUGHAM; William Somerset,(1874-1965),Novelist and Playwright; lived here 1911-1919. Address: 6 Chesterfield Street; W1,,,,51.507355,-0.148538,,N,N,
MAURICE; Frederick Denison,(1805-1872),Christian Philosopher and Educationalist; lived here 1862-1866. Address: 2 Brunswick Place; NW1,,,,51.528047,-0.155747,,N,N,
MAXIM; Sir Hiram,(1840-1896),Inventor and Engineer; designed and manufactured THE MAXIM GUN in a workshop on these premises. Address: 57d Hatton Garden; EC1,,,,51.521562,-0.108829,,N,N,
MAXWELL; James Clerk,(1831-1879),Physicist; lived here. Address: 16 Palace Gardens Terrace; W8,,,,51.505816,-0.192126,,N,N,
MAY; Phil,(1864-1903),Artist; lived and worked here. Address: 20 Holland Park Road; W14,,,,51.508224,-0.201888,,N,N,
MAYER; Sir Robert,(1879-1985),Philanthropist and Patron of Music; lived here in flat No. 31. Address: 2 Mansfield Street; W1,,,,51.518603,-0.145805,,N,N,
MAYHEW; Henry,(1812-1887),Founder of 'Punch' and author of 'London Labour and the London Poor'; lived here. Address: 55 Albany Street; NW1,,,,51.526912,-0.144286,,N,N,
MAZZINI; Giuseppe,(1805-1872),Italian Patriot; lived here. Address: 183 Gower Street; NW1,,,,51.525386,-0.135775,,N,N,
McCORMACK; John,(1884-1945),Lyric Tenor; lived here 1908-1913 Address: 24 Ferncroft Ave; NW3,,,,51.55862,-0.191736,,N,N,
McGILL; Donald,(1875-1962),Postcard Cartoonist; lived here. Address: 5 Bennett Park; Blackheath; SE3,,,,51.465414,0.009563,,N,N,
McINDOE; Sir Archibald,(1900-1960),Reconstructive surgeon lived here in Flat 14. Address: Avenue Court; Draycott Avenue; SW3,,,,51.487308,-0.159929,,N,N,
